GOP,layer, Y-PSNR, bits
476,4,31.771,68016
476,5,32.959,85409
476,6,34.090,106853
476,7,35.323,133296
476,8,36.762,169059
477,1,31.961,43418
477,2,32.618,17496
477,3,33.540,28680
477,4,34.646,39976
477,5,35.797,51153
477,6,36.914,64974
477,7,38.089,81591
477,8,39.599,107128
478,1,32.207,26110
478,2,32.895,11885
478,3,33.829,19215
478,4,34.816,25612
478,5,35.756,33023
478,6,36.736,44408
478,7,37.800,56783
478,8,38.912,74587
479,1,32.255,20816
479,2,33.014,10786
479,3,34.043,17123
479,4,35.097,22246
479,5,35.992,27745
479,6,36.998,38198
479,7,38.050,48759
479,8,39.020,62465
480,1,32.769,17275
480,2,33.538,8230
480,3,34.545,12403
480,4,35.609,16253
480,5,36.548,20126
480,6,37.533,26647
480,7,38.622,33163
480,8,39.641,42500
481,1,34.712,11372
481,2,35.516,5364
481,3,36.534,7946
481,4,37.636,10286
481,5,38.665,12943
481,6,39.828,17668
481,7,41.031,22300
481,8,42.261,27877
482,1,34.839,9673
482,2,35.688,4962
482,3,36.760,7115
482,4,37.879,9514
482,5,38.893,11580
482,6,40.070,15923
482,7,41.313,20986
482,8,42.553,26005
483,1,34.691,11498
483,2,35.505,5654
483,3,36.571,8713
483,4,37.694,11079
483,5,38.697,13415
483,6,39.874,18875
483,7,41.130,24349
483,8,42.395,29839
484,1,34.631,12633
484,2,35.479,6123
484,3,36.555,8841
484,4,37.661,11316
484,5,38.676,14119
484,6,39.880,19352
484,7,41.094,24393
484,8,42.388,30652
485,1,34.624,13579
485,2,35.454,6170
485,3,36.501,8989
485,4,37.604,11959
485,5,38.649,14629
485,6,39.875,20331
485,7,41.142,25279
485,8,42.390,31377
486,1,34.800,12711
486,2,35.614,5849
486,3,36.684,8786
486,4,37.802,11444
486,5,38.796,14041
486,6,39.981,18902
486,7,41.241,24367
486,8,42.456,29800
487,1,35.165,9462
487,2,36.009,4692
487,3,37.106,6782
487,4,38.246,8820
487,5,39.237,10674
487,6,40.416,14985
487,7,41.614,18724
487,8,42.795,23229
488,1,35.127,9173
488,2,36.071,4394
488,3,37.246,6628
488,4,38.449,8394
488,5,39.504,10297
488,6,40.697,13572
488,7,41.989,17083
488,8,43.160,19962
489,1,33.742,33293
489,2,34.535,12396
489,3,35.565,19962
489,4,36.771,26744
489,5,37.996,34022
489,6,39.195,41474
489,7,40.486,51829
489,8,42.029,63483
490,1,31.750,36746
490,2,32.377,14273
490,3,33.405,24559
490,4,34.550,33057
490,5,35.716,41211
490,6,36.865,52025
490,7,38.063,63861
490,8,39.396,79704
491,1,31.192,37276
491,2,31.929,16349
491,3,32.964,26864
491,4,34.110,35750
491,5,35.235,45400
491,6,36.364,57527
491,7,37.549,71291
491,8,38.865,91021
492,1,34.568,29349
492,2,35.320,11491
492,3,36.216,17967
492,4,37.311,23983
492,5,38.440,31381
492,6,39.583,39406
492,7,40.722,48880
492,8,42.544,66136
493,1,33.085,16955
493,2,33.827,8846
493,3,34.884,14547
493,4,35.960,18745
493,5,36.913,23256
493,6,37.863,31104
493,7,38.908,40344
493,8,40.004,53963
494,1,33.982,17005
494,2,34.790,8234
494,3,35.957,12415
494,4,37.090,15129
494,5,38.108,19216
494,6,39.098,24591
494,7,40.147,30065
494,8,41.118,38650
495,1,31.225,35061
495,2,31.981,15545
495,3,33.002,24649
495,4,34.126,33259
495,5,35.148,40453
495,6,36.238,53093
495,7,37.398,65714
495,8,38.539,80174
496,1,30.752,33356
496,2,31.444,15123
496,3,32.498,25117
496,4,33.603,33412
496,5,34.622,41583
496,6,35.695,54128
496,7,36.849,67126
496,8,37.980,84075
497,1,31.511,29024
497,2,32.216,13382
497,3,33.281,22300
497,4,34.392,29420
497,5,35.386,36275
497,6,36.461,48273
497,7,37.570,58760
497,8,38.683,73536
498,1,31.835,26065
498,2,32.606,12350
498,3,33.669,18987
498,4,34.799,25475
498,5,35.807,30888
498,6,36.915,41182
498,7,38.047,50744
498,8,39.138,63722
499,1,32.481,22954
499,2,33.158,10567
499,3,34.194,17122
499,4,35.290,22477
499,5,36.307,27739
499,6,37.356,37108
499,7,38.435,45394
499,8,39.513,58406
500,1,31.599,37407
500,2,32.265,15714
500,3,33.223,25746
500,4,34.289,34459
500,5,35.318,42259
500,6,36.383,55227
500,7,37.485,67118
500,8,38.639,83026
501,1,31.754,23937
501,2,32.420,11681
501,3,33.392,18962
501,4,34.488,26170
501,5,35.488,32501
501,6,36.583,43202
501,7,37.688,52766
501,8,38.817,66115
502,1,33.903,11167
502,2,34.518,7039
502,3,35.432,11673
502,4,36.480,16145
502,5,37.440,19973
502,6,38.512,27033
502,7,39.563,33217
502,8,40.600,41369
503,1,34.064,15098
503,2,34.661,7637
503,3,35.528,12670
503,4,36.507,17272
503,5,37.485,22411
503,6,38.498,30006
503,7,39.492,37092
503,8,40.630,49211
504,1,34.574,11552
504,2,35.292,6556
504,3,36.290,10011
504,4,37.367,13500
504,5,38.452,17439
504,6,39.574,22756
504,7,40.725,28699
504,8,41.921,35651
505,1,36.083,12746
505,2,36.801,5902
505,3,37.784,8928
505,4,38.919,12589
505,5,40.161,16375
505,6,41.500,20956
505,7,42.868,25875
505,8,44.341,31391
506,1,35.700,15594
506,2,36.388,6907
506,3,37.473,10665
506,4,38.614,14921
506,5,39.836,19027
506,6,41.055,24406
506,7,42.352,30704
506,8,43.817,37302
507,1,35.749,17214
507,2,36.406,6911
507,3,37.367,10988
507,4,38.417,15351
507,5,39.649,20489
507,6,40.872,25883
507,7,42.186,32028
507,8,43.709,38517
508,1,34.997,22264
508,2,35.620,8246
508,3,36.444,13305
508,4,37.504,20128
508,5,38.685,26460
508,6,39.879,34711
508,7,41.180,43359
508,8,42.759,51961
509,1,35.012,22575
509,2,35.711,8888
509,3,36.641,14196
509,4,37.768,19832
509,5,39.067,26096
509,6,40.350,32629
509,7,41.697,39943
509,8,43.361,47518
510,1,35.283,23885
510,2,35.991,8712
510,3,37.017,13926
510,4,38.264,19274
510,5,39.591,24439
510,6,40.856,30007
510,7,42.192,37039
510,8,43.833,44280
511,1,35.370,24963
511,2,35.925,9431
511,3,36.786,15359
511,4,37.843,21645
511,5,39.094,28375
511,6,40.237,36029
511,7,41.445,45088
511,8,43.003,56370
512,1,33.082,34353
512,2,33.776,13056
512,3,34.724,21093
512,4,35.781,28571
512,5,36.923,37738
512,6,38.049,48426
512,7,39.268,59797
512,8,40.664,73413
513,1,33.252,35665
513,2,33.981,12993
513,3,34.940,20169
513,4,36.041,27508
513,5,37.207,36115
513,6,38.388,46233
513,7,39.607,56558
513,8,41.097,68830
514,1,33.283,36241
514,2,34.006,12873
514,3,34.930,20481
514,4,36.053,28614
514,5,37.235,36904
514,6,38.399,46544
514,7,39.615,57386
514,8,41.077,68523
515,1,33.896,28335
515,2,34.611,10767
515,3,35.552,16337
515,4,36.651,23558
515,5,37.765,30464
515,6,38.952,39944
515,7,40.182,48961
515,8,41.672,57527
516,1,33.838,29952
516,2,34.588,10762
516,3,35.534,16901
516,4,36.647,23426
516,5,37.811,30615
516,6,39.017,39516
516,7,40.275,47807
516,8,41.747,55672
517,1,33.733,30862
517,2,34.463,11558
517,3,35.414,18216
517,4,36.614,24971
517,5,37.836,32134
517,6,39.032,40126
517,7,40.426,49229
517,8,41.922,56438
518,1,34.129,32816
518,2,34.856,11544
518,3,35.764,18075
518,4,36.858,25471
518,5,38.015,33137
518,6,39.194,42260
518,7,40.434,51563
518,8,41.965,61647
519,1,35.420,21313
519,2,36.120,8162
519,3,37.032,12379
519,4,38.134,16753
519,5,39.209,21571
519,6,40.290,27510
519,7,41.454,34271
519,8,42.944,41880
520,1,34.818,21392
520,2,35.428,8518
520,3,36.341,14137
520,4,37.569,19737
520,5,38.927,25144
520,6,40.132,32242
520,7,41.358,39186
520,8,42.912,48249
521,1,34.990,19276
521,2,35.745,7823
521,3,36.792,11320
521,4,37.880,15102
521,5,39.085,19608
521,6,40.290,25698
521,7,41.488,30505
521,8,43.054,37134
522,1,35.076,21721
522,2,35.736,8715
522,3,36.671,13836
522,4,37.725,18525
522,5,38.836,23906
522,6,39.944,31412
522,7,41.132,38671
522,8,42.541,45806
523,1,34.732,20650
523,2,35.428,8801
523,3,36.388,13659
523,4,37.491,18744
523,5,38.535,23594
523,6,39.696,31011
523,7,40.887,38870
523,8,42.273,46613
524,1,33.710,28157
524,2,34.378,10939
524,3,35.298,18264
524,4,36.384,25719
524,5,37.481,33501
524,6,38.573,43099
524,7,39.712,52838
524,8,41.142,64130
525,1,33.574,22269
525,2,34.327,10000
525,3,35.280,15554
525,4,36.361,21831
525,5,37.491,28272
525,6,38.573,35711
525,7,39.723,44947
525,8,41.072,55051
526,1,33.803,24969
526,2,34.479,10131
526,3,35.399,16099
526,4,36.375,22036
526,5,37.429,29728
526,6,38.488,38647
526,7,39.589,47536
526,8,40.940,59675
527,1,33.645,26449
527,2,34.350,10615
527,3,35.258,16509
527,4,36.331,23688
527,5,37.418,30751
527,6,38.476,39680
527,7,39.627,50410
527,8,41.008,62915
528,1,32.977,31981
528,2,33.688,12452
528,3,34.618,19914
528,4,35.705,27246
528,5,36.748,34191
528,6,37.820,43481
528,7,38.946,54043
528,8,40.301,65721
529,1,33.671,22397
529,2,34.509,10411
529,3,35.565,15530
529,4,36.627,19896
529,5,37.595,24296
529,6,38.688,32667
529,7,39.796,40058
529,8,41.040,49883
530,1,31.578,10414
530,2,32.672,5935
530,3,33.924,8827
530,4,35.233,11512
530,5,36.356,13560
530,6,37.716,18751
530,7,39.088,23548
530,8,40.371,28341
531,1,31.580,10542
531,2,32.693,6113
531,3,33.909,8838
531,4,35.231,11727
531,5,36.369,13960
531,6,37.706,19000
531,7,39.083,23954
531,8,40.342,28271
532,1,31.563,10573
532,2,32.678,6133
532,3,33.882,8927
532,4,35.205,11799
532,5,36.355,14139
532,6,37.694,19052
532,7,39.067,23916
532,8,40.323,28452
533,1,31.550,10655
533,2,32.659,6171
533,3,33.883,8971
533,4,35.208,11873
533,5,36.357,14010
533,6,37.699,19108
533,7,39.060,23746
533,8,40.302,28416
534,1,31.539,10708
534,2,32.642,6163
534,3,33.879,9111
534,4,35.181,11668
534,5,36.335,14130
534,6,37.661,19061
534,7,39.040,23911
534,8,40.312,28580
535,1,31.514,10701
535,2,32.620,6192
535,3,33.875,9116
535,4,35.183,11785
535,5,36.334,14179
535,6,37.670,19142
535,7,39.028,23982
535,8,40.305,28585
536,1,31.514,10621
536,2,32.613,6003
536,3,33.856,9015
536,4,35.184,11869
536,5,36.344,14333
536,6,37.650,19184
536,7,39.001,23760
536,8,40.274,28730
537,1,31.542,10674
537,2,32.631,6221
537,3,33.859,9009
537,4,35.180,11641
537,5,36.333,14144
537,6,37.667,19127
537,7,39.042,24134
537,8,40.291,28680
538,1,32.073,4839
538,2,33.175,2913
538,3,34.403,4219
538,4,35.673,5544
538,5,36.831,7565
538,6,38.161,10489
538,7,39.530,14013
538,8,40.782,17944
539,1,36.440,8851
539,2,37.321,4478
539,3,38.397,6318
539,4,39.584,8291
539,5,40.648,9967
539,6,41.851,13227
539,7,43.156,16744
539,8,44.422,20385
540,1,36.653,8003
540,2,37.564,4152
540,3,38.617,5940
540,4,39.735,7635
540,5,40.762,9318
540,6,41.966,12703
540,7,43.201,16058
540,8,44.481,19639
541,1,36.491,8205
541,2,37.400,4339
541,3,38.430,6117
541,4,39.569,7979
541,5,40.615,9744
541,6,41.775,13085
541,7,43.029,16609
541,8,44.313,20394
542,1,36.399,8878
542,2,37.288,4292
542,3,38.350,6345
542,4,39.478,8083
542,5,40.480,9784
542,6,41.676,13520
542,7,42.901,16935
542,8,44.155,20856
543,1,36.308,9108
543,2,37.194,4649
543,3,38.298,6548
543,4,39.414,8252
543,5,40.444,9885
543,6,41.661,13737
543,7,42.903,17188
543,8,44.161,21131
544,1,36.313,8675
544,2,37.247,4546
544,3,38.345,6283
544,4,39.485,7999
544,5,40.519,9736
544,6,41.731,13234
544,7,42.973,16551
544,8,44.197,20103
545,1,36.769,8430
545,2,37.623,4172
545,3,38.657,6108
545,4,39.714,7784
545,5,40.770,10105
545,6,41.962,13515
545,7,43.131,16573
545,8,44.299,21241
546,1,37.535,10542
546,2,38.266,4867
546,3,39.256,7289
546,4,40.324,9294
546,5,41.300,11223
546,6,42.319,14728
546,7,43.347,17634
546,8,44.426,22222
547,1,37.504,9680
547,2,38.329,4890
547,3,39.361,6969
547,4,40.421,8748
547,5,41.452,10843
547,6,42.458,14002
547,7,43.487,16667
547,8,44.575,21998
548,1,37.125,11805
548,2,37.837,5025
548,3,38.864,7676
548,4,39.965,9834
548,5,41.009,11980
548,6,42.095,15522
548,7,43.268,19132
548,8,44.466,22949
549,1,36.914,9558
549,2,37.695,4605
549,3,38.689,6669
549,4,39.838,8667
549,5,40.959,10874
549,6,42.100,13819
549,7,43.293,16682
549,8,44.468,20347
550,1,36.889,9705
550,2,37.643,4696
550,3,38.729,7134
550,4,39.848,9161
550,5,40.872,10880
550,6,42.015,14380
550,7,43.199,17237
550,8,44.370,21684
551,1,36.771,10555
551,2,37.523,4926
551,3,38.579,7337
551,4,39.724,9600
551,5,40.773,11581
551,6,41.929,15180
551,7,43.161,18574
551,8,44.324,22325
552,1,36.498,11697
552,2,37.247,5366
552,3,38.262,8000
552,4,39.403,10479
552,5,40.441,12692
552,6,41.576,16654
552,7,42.804,20521
552,8,44.029,24920
553,1,37.038,9855
553,2,37.785,4483
553,3,38.799,6916
553,4,39.936,9067
553,5,40.939,10816
553,6,42.051,14230
553,7,43.273,17845
553,8,44.472,21737
554,1,36.968,11489
554,2,37.702,5252
554,3,38.774,7855
554,4,39.909,10287
554,5,41.003,12451
554,6,42.158,16051
554,7,43.410,19640
554,8,44.667,24145
555,1,35.772,19316
555,2,36.482,7727
555,3,37.498,12281
555,4,38.625,15996
555,5,39.720,19822
555,6,40.862,25423
555,7,42.034,30755
555,8,43.416,39587
556,1,34.496,18132
556,2,35.189,8319
556,3,36.168,12762
556,4,37.225,16994
556,5,38.226,21155
556,6,39.251,27924
556,7,40.294,33626
556,8,41.371,44463
557,1,35.089,13221
557,2,35.786,6739
557,3,36.792,10497
557,4,37.839,13436
557,5,38.780,16407
557,6,39.787,21829
557,7,40.811,27071
557,8,41.793,34199
558,1,35.085,13675
558,2,35.803,6720
558,3,36.840,10507
558,4,37.877,13168
558,5,38.828,16469
558,6,39.861,21988
558,7,40.914,26755
558,8,41.920,34501
559,1,34.943,16975
559,2,35.684,7944
559,3,36.726,12283
559,4,37.758,15604
559,5,38.779,19336
559,6,39.783,25013
559,7,40.864,30917
559,8,41.963,40162
560,1,36.845,10601
560,2,37.675,4903
560,3,38.815,7208
560,4,39.962,9008
560,5,41.194,11143
560,6,42.440,13780
560,7,43.803,16654
560,8,45.215,19826
561,1,36.835,10581
561,2,37.624,4890
561,3,38.714,7416
561,4,39.876,9619
561,5,40.952,11406
561,6,42.206,15635
561,7,43.533,18784
561,8,44.931,22991
562,1,37.049,9131
562,2,37.819,4451
562,3,38.926,6699
562,4,40.053,8569
562,5,41.104,10063
562,6,42.343,13656
562,7,43.671,17280
562,8,45.049,20906
563,1,37.691,7119
563,2,38.419,3649
563,3,39.493,5613
563,4,40.647,7409
563,5,41.729,8993
563,6,42.969,12195
563,7,44.276,14631
563,8,45.694,18565
564,1,38.337,6862
564,2,39.143,3348
564,3,40.164,4934
564,4,41.331,6488
564,5,42.434,7725
564,6,43.697,10289
564,7,44.980,12408
564,8,46.323,15303
565,1,37.453,9040
565,2,38.254,4105
565,3,39.399,6177
565,4,40.581,8001
565,5,41.738,9778
565,6,43.043,12788
565,7,44.358,15306
565,8,45.678,17951
566,1,36.208,13323
566,2,36.985,5754
566,3,38.126,8883
566,4,39.359,11450
566,5,40.553,14050
566,6,41.869,17847
566,7,43.244,21788
566,8,44.656,26078
567,1,35.300,19907
567,2,36.098,7839
567,3,37.063,12011
567,4,38.177,16289
567,5,39.303,20602
567,6,40.470,26978
567,7,41.773,35127
567,8,43.347,41142
568,1,33.615,32508
568,2,34.240,11257
568,3,35.103,18585
568,4,36.153,27873
568,5,37.356,37972
568,6,38.630,49552
568,7,40.027,61823
568,8,41.813,69989
569,1,33.844,32154
569,2,34.462,10678
569,3,35.342,17375
569,4,36.339,24943
569,5,37.494,34672
569,6,38.729,44920
569,7,40.100,56807
569,8,41.793,65304
570,1,33.035,42193
570,2,33.887,15578
570,3,34.953,23294
570,4,36.127,30980
570,5,37.304,38913
570,6,38.580,50112
570,7,39.976,62358
570,8,41.622,69144
571,1,29.461,27859
571,2,30.468,14433
571,3,31.591,21000
571,4,32.743,27723
571,5,33.759,34062
571,6,34.877,47045
571,7,36.050,62258
571,8,37.174,79469
572,1,29.430,25758
572,2,30.455,13674
572,3,31.559,19871
572,4,32.722,26289
572,5,33.703,32472
572,6,34.838,45925
572,7,36.003,61026
572,8,37.162,80618
573,1,29.892,23214
573,2,30.939,12248
573,3,32.158,18435
573,4,33.343,23627
573,5,34.363,29513
573,6,35.519,41060
573,7,36.679,53077
573,8,37.763,66999
574,1,30.152,22236
574,2,31.129,11546
574,3,32.229,17314
574,4,33.383,23269
574,5,34.408,29231
574,6,35.578,41023
574,7,36.786,52982
574,8,37.892,67044
575,1,29.980,29763
575,2,30.773,15490
575,3,31.842,25134
575,4,32.920,34255
575,5,33.899,43233
575,6,35.043,59916
575,7,36.258,76567
575,8,37.438,95708
576,1,33.202,34387
576,2,33.963,13607
576,3,34.954,21402
576,4,36.042,28106
576,5,37.142,35914
576,6,38.222,45866
576,7,39.362,56543
576,8,40.703,71628
577,1,31.688,40361
577,2,32.477,15460
577,3,33.598,24783
577,4,34.824,32435
577,5,35.989,39058
577,6,37.225,49609
577,7,38.566,60871
577,8,39.922,71728
578,1,32.363,23852
578,2,33.207,10187
578,3,34.368,15659
578,4,35.598,20510
578,5,36.743,24844
578,6,37.987,31163
578,7,39.342,38643
578,8,40.670,46429
579,1,37.692,19133
579,2,38.546,7382
579,3,39.469,10850
579,4,40.418,13432
579,5,41.390,17559
579,6,43.687,22058
579,7,45.054,27608
579,8,46.638,32514
580,1,34.849,20562
580,2,35.562,8148
580,3,36.639,12691
580,4,37.798,16518
580,5,38.887,20039
580,6,40.082,26633
580,7,41.308,32195
580,8,42.499,39693
581,1,34.362,37460
581,2,35.134,13903
581,3,36.213,20832
581,4,37.423,26932
581,5,38.596,31918
581,6,39.789,41038
581,7,41.059,50372
581,8,42.353,58584
582,1,28.904,33908
582,2,29.855,18857
582,3,30.971,28817
582,4,32.185,39089
582,5,33.311,48970
582,6,34.572,65771
582,7,35.897,84030
582,8,37.173,102633
583,1,28.857,35526
583,2,29.752,19484
583,3,30.853,29863
583,4,32.067,40938
583,5,33.220,51584
583,6,34.469,68834
583,7,35.797,88028
583,8,37.060,106842
584,1,28.864,35285
584,2,29.769,19361
584,3,30.881,30288
584,4,32.073,40590
584,5,33.217,51360
584,6,34.485,68934
584,7,35.800,86595
584,8,37.071,106380
585,1,28.899,34040
585,2,29.816,18681
585,3,30.953,29119
585,4,32.153,38997
585,5,33.293,49336
585,6,34.536,65422
585,7,35.872,84763
585,8,37.148,103326
586,1,28.956,33850
586,2,29.881,18752
586,3,30.977,28753
586,4,32.174,38992
586,5,33.323,49557
586,6,34.581,65539
586,7,35.905,83972
586,8,37.169,103038
587,1,28.988,33733
587,2,29.894,18639
587,3,30.993,28432
587,4,32.175,38607
587,5,33.318,49580
587,6,34.574,66425
587,7,35.914,84943
587,8,37.176,103312
588,1,29.003,34098
588,2,29.915,18890
588,3,31.020,28919
588,4,32.196,38774
588,5,33.327,49668
588,6,34.593,66686
588,7,35.924,85398
588,8,37.196,104543
589,1,29.070,33240
589,2,29.987,18272
589,3,31.079,27999
589,4,32.284,38413
589,5,33.402,48459
589,6,34.663,65273
589,7,35.980,83245
589,8,37.247,101780
590,1,29.158,31834
590,2,30.057,17339
590,3,31.147,26589
590,4,32.359,37280
590,5,33.468,46459
590,6,34.723,63323
590,7,36.050,81403
590,8,37.309,99547
591,1,29.266,31056
591,2,30.161,16762
591,3,31.260,26157
591,4,32.435,35335
591,5,33.555,45446
591,6,34.813,61893
591,7,36.146,79235
591,8,37.397,96646
592,1,29.339,30684
592,2,30.248,16589
592,3,31.326,25553
592,4,32.479,34346
592,5,33.595,44523
592,6,34.852,61148
592,7,36.181,78248
592,8,37.406,95236
593,1,29.401,29918
593,2,30.297,15945
593,3,31.389,25057
593,4,32.530,33052
593,5,33.650,43654
593,6,34.915,59082
593,7,36.231,75929
593,8,37.463,93345
594,1,29.508,30088
594,2,30.392,15977
594,3,31.453,24372
594,4,32.610,33664
594,5,33.700,43160
594,6,34.950,58637
594,7,36.267,75228
594,8,37.513,93135
595,1,30.858,16015
595,2,31.730,9983
595,3,32.846,15588
595,4,34.046,21624
595,5,35.189,28910
595,6,36.434,39143
595,7,37.763,49961
595,8,39.067,64071
596,1,35.137,12890
596,2,35.840,6599
596,3,36.833,10367
596,4,37.952,13941
596,5,39.110,18044
596,6,40.366,23283
596,7,41.617,28129
596,8,43.237,35654
597,1,34.273,12481
597,2,35.398,7621
597,3,36.639,10912
597,4,37.881,14430
597,5,39.100,18270
597,6,40.309,23165
597,7,41.556,28311
597,8,43.240,36348
598,1,34.579,12314
598,2,35.361,7353
598,3,36.572,11518
598,4,37.804,14364
598,5,39.003,17914
598,6,40.237,23600
598,7,41.460,27727
598,8,43.095,35201
599,1,34.458,22930
599,2,35.310,10421
599,3,36.330,15911
599,4,37.618,20707
599,5,38.849,26130
599,6,40.063,32390
599,7,41.347,39483
599,8,43.085,48613
600,1,30.960,56574
600,2,31.775,20014
600,3,32.864,31386
600,4,34.111,41269
600,5,35.336,51954
600,6,36.597,64623
600,7,37.922,78560
600,8,39.361,95333
601,1,30.817,42221
601,2,31.644,16477
601,3,32.793,26517
601,4,34.012,34030
601,5,35.190,43076
601,6,36.418,53620
601,7,37.751,66477
601,8,39.075,81755
602,1,30.831,43244
602,2,31.621,16730
602,3,32.763,27322
602,4,33.998,35186
602,5,35.192,43875
602,6,36.447,55861
602,7,37.795,69214
602,8,39.133,85112
603,1,30.841,42347
603,2,31.635,16741
603,3,32.774,26859
603,4,34.014,34450
603,5,35.171,43531
603,6,36.427,55625
603,7,37.752,68321
603,8,39.102,84666
604,1,30.842,42224
604,2,31.660,16675
604,3,32.786,26599
604,4,34.006,33618
604,5,35.167,43065
604,6,36.413,53990
604,7,37.742,67440
604,8,39.084,82384
605,1,30.811,44010
605,2,31.606,17056
605,3,32.747,27582
605,4,33.989,35109
605,5,35.152,44292
605,6,36.404,56088
605,7,37.741,69275
605,8,39.114,86201
606,1,30.802,42420
606,2,31.635,16562
606,3,32.791,26392
606,4,34.023,34258
606,5,35.180,42560
606,6,36.435,54409
606,7,37.761,67005
606,8,39.094,82500
607,1,30.813,42557
607,2,31.626,16676
607,3,32.765,26705
607,4,34.000,34353
607,5,35.178,42822
607,6,36.441,54480
607,7,37.766,67354
607,8,39.115,82426
608,1,31.514,32055
608,2,32.272,13066
608,3,33.385,21044
608,4,34.587,27772
608,5,35.720,34916
608,6,36.910,45878
608,7,38.185,57450
608,8,39.505,72951
609,1,32.752,23577
609,2,33.530,11579
609,3,34.586,18194
609,4,35.655,23548
609,5,36.739,31112
609,6,37.811,40116
609,7,38.941,50852
609,8,40.191,66168
610,1,32.770,26254
610,2,33.550,12497
610,3,34.532,18890
610,4,35.650,25518
610,5,36.698,31897
610,6,37.782,42424
610,7,38.882,52694
610,8,40.138,68529
611,1,32.634,23619
611,2,33.450,12021
611,3,34.477,18664
611,4,35.578,24854
611,5,36.640,31996
611,6,37.704,41523
611,7,38.825,52338
611,8,40.061,67414
612,1,32.634,25817
612,2,33.410,12421
612,3,34.409,18960
612,4,35.488,24871
612,5,36.556,32405
612,6,37.587,41726
612,7,38.688,52500
612,8,39.922,68685
613,1,34.396,16612
613,2,35.173,7779
613,3,36.153,11977
613,4,37.245,16310
613,5,38.357,21554
613,6,39.468,27952
613,7,40.633,35359
613,8,42.103,45530
614,1,34.549,20940
614,2,35.368,9825
614,3,36.417,14462
614,4,37.555,18856
614,5,38.678,24003
614,6,39.791,30725
614,7,40.900,37352
614,8,42.348,48413
615,1,33.078,21387
615,2,33.968,10279
615,3,35.073,15883
615,4,36.243,20712
615,5,37.398,27016
615,6,38.569,35178
615,7,39.764,43598
615,8,41.148,55072
616,1,32.491,24681
616,2,33.241,12224
616,3,34.269,18904
616,4,35.342,24358
616,5,36.444,31928
616,6,37.571,41331
616,7,38.730,52372
616,8,39.968,66485
617,1,32.380,26333
617,2,33.185,12735
617,3,34.206,19416
617,4,35.309,25499
617,5,36.423,33116
617,6,37.526,42571
617,7,38.677,53324
617,8,39.941,68648
618,1,32.622,23733
618,2,33.373,11766
618,3,34.401,18083
618,4,35.515,24078
618,5,36.558,29947
618,6,37.654,39593
618,7,38.777,49838
618,8,39.996,64076
619,1,32.918,20315
619,2,33.667,10486
619,3,34.683,16345
619,4,35.772,21318
619,5,36.815,27598
619,6,37.888,36169
619,7,38.970,45691
619,8,40.166,59523
620,1,32.996,20040
620,2,33.746,10881
620,3,34.778,16755
620,4,35.824,21316
620,5,36.862,27698
620,6,37.930,36689
620,7,39.046,46476
620,8,40.233,59920
621,1,33.014,20556
621,2,33.782,10664
621,3,34.794,16623
621,4,35.832,21231
621,5,36.894,28273
621,6,37.976,37220
621,7,39.099,46705
621,8,40.306,59856
622,1,33.261,19576
622,2,34.051,10410
622,3,35.057,15690
622,4,36.106,20416
622,5,37.151,26244
622,6,38.202,34597
622,7,39.280,43160
622,8,40.487,57062
623,1,33.342,23620
623,2,34.068,10239
623,3,35.084,16161
623,4,36.198,21768
623,5,37.293,27925
623,6,38.378,36167
623,7,39.508,45865
623,8,40.819,59311
624,1,34.572,20144
624,2,35.372,9531
624,3,36.498,14448
624,4,37.691,18454
624,5,38.830,22752
624,6,39.924,28502
624,7,41.064,35054
624,8,42.459,45238
625,1,33.120,31936
625,2,33.917,13256
625,3,34.961,20319
625,4,36.174,27172
625,5,37.337,34751
625,6,38.445,43499
625,7,39.585,54131
625,8,41.015,69729
626,1,32.892,24176
626,2,33.644,11716
626,3,34.653,17456
626,4,35.737,23340
626,5,36.783,29986
626,6,37.877,39377
626,7,38.996,48786
626,8,40.219,62997
627,1,32.496,24636
627,2,33.353,12487
627,3,34.436,18813
627,4,35.570,24480
627,5,36.677,31162
627,6,37.812,40462
627,7,38.970,50444
627,8,40.246,64119
628,1,32.270,37302
628,2,33.005,15437
628,3,34.004,24130
628,4,35.148,32414
628,5,36.274,41111
628,6,37.423,53051
628,7,38.634,65492
628,8,40.050,82777
629,1,32.259,37181
629,2,33.022,15211
629,3,34.088,24413
629,4,35.254,31683
629,5,36.436,41527
629,6,37.571,52034
629,7,38.758,63786
629,8,40.163,81843
630,1,32.329,34635
630,2,33.051,14105
630,3,34.069,22082
630,4,35.217,29718
630,5,36.350,37325
630,6,37.509,47341
630,7,38.705,57943
630,8,40.000,73412
631,1,32.192,27488
631,2,32.992,12702
631,3,34.063,20499
631,4,35.154,26966
631,5,36.243,34207
631,6,37.366,44901
631,7,38.580,55782
631,8,39.863,71428
632,1,31.641,28755
632,2,32.365,12587
632,3,33.406,20319
632,4,34.529,26569
632,5,35.585,32878
632,6,36.727,43455
632,7,37.861,53311
632,8,39.022,66794
633,1,31.482,26435
633,2,32.270,12609
633,3,33.345,19619
633,4,34.507,26426
633,5,35.532,32742
633,6,36.652,43065
633,7,37.806,53901
633,8,38.966,69139
634,1,31.542,27890
634,2,32.267,13080
634,3,33.315,20842
634,4,34.419,27325
634,5,35.458,34704
634,6,36.559,45424
634,7,37.697,56181
634,8,38.834,71585
635,1,31.403,21090
635,2,32.124,11065
